,Name,Age,word,model,realization,rep_model,rep_realization
220,TD PL-II C19,P5Y1M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
221,TD PL-II C19,P5Y1M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
222,TD PL-II C19,P5Y1M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛçɐ,"[True, False]","[True, False]"
223,TD PL-II C19,P5Y1M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
224,TD PL-II C19,P5Y1M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
225,TD PL-II C19,P5Y1M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
226,TD PL-II C19,P5Y1M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
227,TD PL-II C19,P5Y1M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈknœp͡fə,"[True, False]","[True, False]"
228,TD PL-II C19,P5Y1M0DT0H0M0S,drei,ˈdʁaɪ,ˈdʁaɪ,[True],[True]
229,TD PL-II C19,P5Y1M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪʃ,[True],[True]
230,TD PL-II C19,P5Y1M0DT0H0M0S,Milch,ˈmɪlç,ˈmɪlç,[True],[True]
231,TD PL-II C19,P5Y1M0DT0H0M0S,Polizei,poliˈʦaɪ,poliˈʦaɪ,"[False, False, True]","[False, False, True]"
232,TD PL-II C19,P5Y1M0DT0H0M0S,Flasche,ˈflaʃə,ˈflaʃə,"[True, False]","[True, False]"
233,TD PL-II C19,P5Y1M0DT0H0M0S,Krokodil,kʁokoˈdiːl,kʁokoˈdiːl,"[False, False, True]","[False, False, True]"
234,TD PL-II C19,P5Y1M0DT0H0M0S,grün,ˈɡʁyːn,ˈɡʁyːn,[True],[True]
235,TD PL-II C19,P5Y1M0DT0H0M0S,Elefant,eleˈfant,eleˈfant,"[False, False, True]","[False, False, True]"
236,TD PL-II C19,P5Y1M0DT0H0M0S,Blume,ˈbluːmə,ˈplumə,"[True, False]","[True, False]"
237,TD PL-II C19,P5Y1M0DT0H0M0S,Gespenst,ɡəˈʃpɛnst,ɡəˈʃpɛnst,"[False, True]","[False, True]"
238,TD PL-II C19,P5Y1M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁaxə,"[True, False]","[True, False]"
239,TD PL-II C19,P5Y1M0DT0H0M0S,Banane,baˈnaːnə,baˈnaːnə,"[False, True, False]","[False, True, False]"
240,TD PL-II C19,P5Y1M0DT0H0M0S,Bagger,ˈbaɡɐ,ˈbaɡɐ,"[True, False]","[True, False]"
241,TD PL-II C19,P5Y1M0DT0H0M0S,gelb,ˈɡɛlp,ˈɡɛlp,[True],[True]
242,TD PL-II C19,P5Y1M0DT0H0M0S,Geburtstag,ɡəˈbʊɐʦtaːk,ɡəˈbʊɐʦtaːk,"[False, True, False]","[False, True, False]"
243,TD PL-II C19,P5Y1M0DT0H0M0S,Jacke,ˈjakə,ˈjakə,"[True, False]","[True, False]"
245,TD PL-II C19,P5Y1M0DT0H0M0S,Ring,ˈʁɪŋ,ˈʁɪŋ,[True],[True]
246,TD PL-II C19,P5Y1M0DT0H0M0S,Bild,ˈbɪlt,ˈbɪlt,[True],[True]
247,TD PL-II C19,P5Y1M0DT0H0M0S,Schmetterling,ˈʃmɛtɐlɪŋ,ˈʃmɛtɐlɪŋ,"[True, False, False]","[True, False, False]"
248,TD PL-II C19,P5Y1M0DT0H0M0S,Bank,ˈbaŋk,ˈbaŋk,[True],[True]
249,TD PL-II C19,P5Y1M0DT0H0M0S,Trampolin,ˈtʁampoliːn,ˈtʁampoliːn,"[True, False, False]","[True, False, False]"
250,TD PL-II C19,P5Y1M0DT0H0M0S,Roller,ˈʁɔlɐ,ˈʁɔlɐ,"[True, False]","[True, False]"
251,TD PL-II C19,P5Y1M0DT0H0M0S,Buch,ˈbuːx,ˈbuːx,[True],[True]
252,TD PL-II C19,P5Y1M0DT0H0M0S,Spritze,ˈʃpʁɪʦə,ˈʃpʁɪʦə,"[True, False]","[True, False]"
253,TD PL-II C19,P5Y1M0DT0H0M0S,Jäger,ˈjɛːɡɐ,ˈjɛːɡɐ,"[True, False]","[True, False]"
254,TD PL-II C19,P5Y1M0DT0H0M0S,Schiff,ˈʃɪf,ˈʃɪf,[True],[True]
255,TD PL-II C19,P5Y1M0DT0H0M0S,König,ˈkøːnɪç,ˈkøːnɪç,"[True, False]","[True, False]"
256,TD PL-II C19,P5Y1M0DT0H0M0S,Glas,ˈɡlaːs,ˈklaːs,[True],[True]
257,TD PL-II C19,P5Y1M0DT0H0M0S,Auto,ˈaʊtoː,ˈaʊtoː,"[True, False]","[True, False]"
258,TD PL-II C19,P5Y1M0DT0H0M0S,kaputt,kaˈpʊt,kaˈpʊt,"[False, True]","[False, True]"
259,TD PL-II C19,P5Y1M0DT0H0M0S,blau,ˈblaʊ,ˈplaʊ,[True],[True]
260,TD PL-II C19,P5Y1M0DT0H0M0S,Schwein,ˈʃvaɪn,ˈʃvaɪn,[True],[True]
261,TD PL-II C19,P5Y1M0DT0H0M0S,Sack,ˈzak,ˈzak,[True],[True]
262,TD PL-II C19,P5Y1M0DT0H0M0S,Pflaster,ˈp͡flastɐ,ˈflaθtɐ,"[True, False]","[True, False]"
263,TD PL-II C19,P5Y1M0DT0H0M0S,Traktor,ˈtʁaktoɐ,ˈtʁaktoɐ,"[True, False]","[True, False]"
264,TD PL-II C19,P5Y1M0DT0H0M0S,Schrank,ˈʃʁaŋk,ˈʃʁaŋk,[True],[True]
265,TD PL-II C19,P5Y1M0DT0H0M0S,Apfel,ˈap͡fəl,ˈap͡fəl,"[True, False]","[True, False]"
266,TD PL-II C19,P5Y1M0DT0H0M0S,Zange,ˈʦaŋə,ˈʦaŋə,"[True, False]","[True, False]"
267,TD PL-II C19,P5Y1M0DT0H0M0S,Schere,ˈʃeːʁə,ˈθeʁə,"[True, False]","[True, False]"
268,TD PL-II C19,P5Y1M0DT0H0M0S,Geschenk,ɡəˈʃɛŋk,ɡəˈθɛŋk,"[False, True]","[False, True]"
269,TD PL-II C19,P5Y1M0DT0H0M0S,Fenster,ˈfɛnstɐ,ˈfɛnstɐ,"[True, False]","[True, False]"
270,TD PL-II C19,P5Y1M0DT0H0M0S,Brille,ˈbʁɪlə,ˈpʁɪlə,"[True, False]","[True, False]"
271,TD PL-II C19,P5Y1M0DT0H0M0S,Wurst,ˈvʊɐst,ˈvyʁstçɛn,[True],"[True, False]"
272,TD PL-II C19,P5Y1M0DT0H0M0S,Schlange,ˈʃlaŋə,ˈʃlaŋə,"[True, False]","[True, False]"
273,TD PL-II C19,P5Y1M0DT0H0M0S,Gras,ˈɡʁaːs,ˈkʁaːs,[True],[True]
274,TD PL-II C19,P5Y1M0DT0H0M0S,Hexe,ˈhɛksə,ˈhɛksə,"[True, False]","[True, False]"
275,TD PL-II C19,P5Y1M0DT0H0M0S,Frosch,ˈfʁɔʃ,ˈfʁɔʃ,[True],[True]
276,TD PL-II C19,P5Y1M0DT0H0M0S,Zwerg,ˈʦvɛɐk,ˈʦvɛɐk,[True],[True]
277,TD PL-II C19,P5Y1M0DT0H0M0S,quak,ˈkvak,ˈkvak,[True],[True]
278,TD PL-II C19,P5Y1M0DT0H0M0S,Pferd,ˈp͡feːɐt,ˈp͡feːɐt,[True],[True]
279,TD PL-II C19,P5Y1M0DT0H0M0S,Gießkanne,ˈɡiːsˌkanə,ˈɡiːsˌkanə,"[True, False, False]","[True, False, False]"
280,TD PL-II C19,P5Y1M0DT0H0M0S,Wippe,ˈvɪpə,ˈvɪpə,"[True, False]","[True, False]"
281,TD PL-II C19,P5Y1M0DT0H0M0S,Kleid,ˈklaɪt,ˈklaɪt,[True],[True]
282,TD PL-II C19,P5Y1M0DT0H0M0S,Nuss,ˈnʊs,ˈnʊθ,[True],[True]
283,TD PL-II C19,P5Y1M0DT0H0M0S,Giraffe,ɡiˈʁafə,ɡiˈʁafə,"[False, True, False]","[False, True, False]"
284,TD PL-II C19,P5Y1M0DT0H0M0S,Korb,ˈkɔɐp,ˈkɔɐp,[True],[True]
285,TD PL-II C19,P5Y1M0DT0H0M0S,Schlüssel,ˈʃlʏsəl,ˈʃlʏsəl,[True],[True]
286,TD PL-II C19,P5Y1M0DT0H0M0S,Dusche,ˈduːʃə,ˈduθə,"[True, False]","[True, False]"
287,TD PL-II C19,P5Y1M0DT0H0M0S,Gitarre,ɡiˈtaʁə,ɡiˈtaʁə,"[False, True, False]","[False, True, False]"
288,TD PL-II C32,P5Y9M0DT0H0M0S,Tasche,ˈtaʃə,ˈtaʃə,"[True, False]","[True, False]"
289,TD PL-II C32,P5Y9M0DT0H0M0S,Gabel,ˈɡaːbəl,ˈɡabəl,"[True, False]","[True, False]"
290,TD PL-II C32,P5Y9M0DT0H0M0S,Hund,ˈhʊnt,ˈhʊnt,[True],[True]
291,TD PL-II C32,P5Y9M0DT0H0M0S,Topf,ˈtɔp͡f,ˈtɔp͡f,[True],[True]
292,TD PL-II C32,P5Y9M0DT0H0M0S,Lampe,ˈlampə,ˈlamfə,"[True, False]","[True, False]"
293,TD PL-II C32,P5Y9M0DT0H0M0S,Vogel,ˈfoːɡəl,ˈfoːɡəl,"[True, False]","[True, False]"
294,TD PL-II C32,P5Y9M0DT0H0M0S,Licht,ˈlɪçt,ˈlɪçt,[True],[True]
295,TD PL-II C32,P5Y9M0DT0H0M0S,Sonne,ˈzɔnə,ˈzɔnə,"[True, False]","[True, False]"
296,TD PL-II C32,P5Y9M0DT0H0M0S,Pullover,pʊlˈoːvɐ,pʊlˈoːvɐ,"[False, True, False]","[False, True, False]"
297,TD PL-II C32,P5Y9M0DT0H0M0S,Stuhl,ˈʃtuːl,ˈʃtuːl,[True],[True]
298,TD PL-II C32,P5Y9M0DT0H0M0S,Marienkäfer,maˈʁiːŋˌkɛːfɐ,maˈʁiːŋˌkɛːfɐ,"[False, True, False, False]","[False, True, False, False]"
299,TD PL-II C32,P5Y9M0DT0H0M0S,Taucher,ˈtaʊxɐ,ˈtaʊxɐ,"[True, False]","[True, False]"
300,TD PL-II C32,P5Y9M0DT0H0M0S,Haus,ˈhaʊs,ˈhaʊs,[True],[True]
301,TD PL-II C32,P5Y9M0DT0H0M0S,rot,*,*,[False],[False]
302,TD PL-II C32,P5Y9M0DT0H0M0S,Junge,ˈjʊŋə,ˈjʊŋə,"[True, False]","[True, False]"
303,TD PL-II C32,P5Y9M0DT0H0M0S,Telefon,ˈtelefoːn,ˈtelefoːn,"[True, False, False]","[True, False, False]"
304,TD PL-II C32,P5Y9M0DT0H0M0S,Spinne,ˈʃpɪnə,ˈʃpɪnə,"[True, False]","[True, False]"
305,TD PL-II C32,P5Y9M0DT0H0M0S,Hase,ˈhaːzə,ˈhaːzə,"[True, False]","[True, False]"
306,TD PL-II C32,P5Y9M0DT0H0M0S,Katze,ˈkaʦə,ˈkaʦə,"[True, False]","[True, False]"
307,TD PL-II C32,P5Y9M0DT0H0M0S,Tasse,ˈtasə,ˈtasə,"[True, False]","[True, False]"
309,TD PL-II C32,P5Y9M0DT0H0M0S,Bett,ˈbɛt,ˈbɛt,[True],[True]
310,TD PL-II C32,P5Y9M0DT0H0M0S,Trommel,ˈtʁɔməl,ˈtʁɔməl,"[True, False]","[True, False]"
311,TD PL-II C32,P5Y9M0DT0H0M0S,Löwe,ˈløːvə,ˈløːvə,"[True, False]","[True, False]"
312,TD PL-II C32,P5Y9M0DT0H0M0S,Teller,ˈtɛlɐ,ˈtɛlɐ,"[True, False]","[True, False]"
313,TD PL-II C32,P5Y9M0DT0H0M0S,Motorrad,moˈtoːˌʁaːt,moˈtoːˌʁaːt,"[False, True, False]","[False, True, False]"
314,TD PL-II C32,P5Y9M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈʃnɛkə,"[True, False]","[True, False]"
315,TD PL-II C32,P5Y9M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʦiˈtʁoːnə,"[False, True, False]","[False, True, False]"
316,TD PL-II C32,P5Y9M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
317,TD PL-II C32,P5Y9M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
318,TD PL-II C32,P5Y9M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛçɐ,"[True, False]","[True, False]"
319,TD PL-II C32,P5Y9M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
320,TD PL-II C32,P5Y9M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
321,TD PL-II C32,P5Y9M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
322,TD PL-II C32,P5Y9M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
323,TD PL-II C32,P5Y9M0DT0H0M0S,drei,ˈdʁaɪ,ˈdʁaɪ,[True],[True]
324,TD PL-II C32,P5Y9M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈknœp͡fə,"[True, False]","[True, False]"
325,TD PL-II C32,P5Y9M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪs,[True],[True]
326,TD PL-II C32,P5Y9M0DT0H0M0S,Milch,ˈmɪlç,ˈmɪlç,[True],[True]
327,TD PL-II C32,P5Y9M0DT0H0M0S,Polizei,poliˈʦaɪ,poliˈʦaɪ,"[False, False, True]","[False, False, True]"
328,TD PL-II C32,P5Y9M0DT0H0M0S,Flasche,ˈflaʃə,ˈflaʃə,"[True, False]","[True, False]"
329,TD PL-II C32,P5Y9M0DT0H0M0S,Krokodil,kʁokoˈdiːl,kʁokoˈdiːl,"[False, False, True]","[False, False, True]"
330,TD PL-II C32,P5Y9M0DT0H0M0S,grün,*,*,[False],[False]
331,TD PL-II C32,P5Y9M0DT0H0M0S,Elefant,eleˈfant,eleˈfant,"[False, False, True]","[False, False, True]"
332,TD PL-II C32,P5Y9M0DT0H0M0S,Blume,ˈbluːmə,ˈbluːmə,"[True, False]","[True, False]"
333,TD PL-II C32,P5Y9M0DT0H0M0S,Gespenst,ɡəˈʃpɛnst,ɡəˈʃpɛnst,"[False, True]","[False, True]"
334,TD PL-II C32,P5Y9M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁaxə,"[True, False]","[True, False]"
335,TD PL-II C32,P5Y9M0DT0H0M0S,Banane,baˈnaːnə,baˈnaːnə,"[False, True, False]","[False, True, False]"
336,TD PL-II C32,P5Y9M0DT0H0M0S,gelb,*,*,[False],[False]
337,TD PL-II C32,P5Y9M0DT0H0M0S,Bagger,ˈbaɡɐ,ˈbaɡɐ,"[True, False]","[True, False]"
338,TD PL-II C32,P5Y9M0DT0H0M0S,Geburtstag,ɡəˈbʊɐʦtaːk,ɡəˈbʊɐʦtaːk,"[False, True, False]","[False, True, False]"
339,TD PL-II C32,P5Y9M0DT0H0M0S,Jacke,ˈjakə,ˈjakə,"[True, False]","[True, False]"
341,TD PL-II C32,P5Y9M0DT0H0M0S,Ring,ˈʁɪŋ,ˈʁɪŋ,[True],[True]
342,TD PL-II C32,P5Y9M0DT0H0M0S,Bild,ˈbɪlt,ˈbɪlt,[True],[True]
343,TD PL-II C32,P5Y9M0DT0H0M0S,Schmetterling,ˈʃmɛtɐlɪŋ,ˈʃmɛtɐlɪŋ,"[True, False, False]","[True, False, False]"
344,TD PL-II C32,P5Y9M0DT0H0M0S,Bank,ˈbaŋk,ˈbaŋk,[True],[True]
345,TD PL-II C32,P5Y9M0DT0H0M0S,Trampolin,ˈtʁampoliːn,ˈʁampolin,"[True, False, False]","[True, False, False]"
346,TD PL-II C32,P5Y9M0DT0H0M0S,Roller,ˈʁɔlɐ,ˈʁɔlɐ,"[True, False]","[True, False]"
347,TD PL-II C32,P5Y9M0DT0H0M0S,Jäger,ˈjɛːɡɐ,ˈjɛːɡɐ,"[True, False]","[True, False]"
348,TD PL-II C32,P5Y9M0DT0H0M0S,Spritze,ˈʃpʁɪʦə,ˈʃpʁɪʦə,"[True, False]","[True, False]"
349,TD PL-II C32,P5Y9M0DT0H0M0S,Buch,ˈbuːx,ˈbuːx,[True],[True]
350,TD PL-II C32,P5Y9M0DT0H0M0S,Schiff,ˈʃɪf,ˈʃɪf,[True],[True]
351,TD PL-II C32,P5Y9M0DT0H0M0S,König,ˈkøːnɪç,ˈkøːnɪç,"[True, False]","[True, False]"
352,TD PL-II C32,P5Y9M0DT0H0M0S,Glas,ˈɡlaːs,ˈɡlaːs,[True],[True]
353,TD PL-II C32,P5Y9M0DT0H0M0S,kaputt,kaˈpʊt,kaˈpʊt,"[False, True]","[False, True]"
354,TD PL-II C32,P5Y9M0DT0H0M0S,Auto,ˈaʊtoː,ˈaʊtoː,"[True, False]","[True, False]"
355,TD PL-II C32,P5Y9M0DT0H0M0S,Schwein,ˈʃvaɪn,ˈʃvaɪn,[True],[True]
356,TD PL-II C32,P5Y9M0DT0H0M0S,blau,*,*,[False],[False]
357,TD PL-II C32,P5Y9M0DT0H0M0S,Sack,ˈzak,ˈzak,[True],[True]
358,TD PL-II C32,P5Y9M0DT0H0M0S,Pflaster,ˈp͡flastɐ,ˈp͡flastɐ,"[True, False]","[True, False]"
359,TD PL-II C32,P5Y9M0DT0H0M0S,Traktor,ˈtʁaktoɐ,ˈtʁaktoɐ,"[True, False]","[True, False]"
360,TD PL-II C32,P5Y9M0DT0H0M0S,Schrank,ˈʃʁaŋk,ˈʃʁaŋk,[True],[True]
361,TD PL-II C32,P5Y9M0DT0H0M0S,Apfel,ˈap͡fəl,ˈap͡fəl,"[True, False]","[True, False]"
362,TD PL-II C32,P5Y9M0DT0H0M0S,Zange,ˈʦaŋə,ˈʦaŋə,"[True, False]","[True, False]"
363,TD PL-II C32,P5Y9M0DT0H0M0S,Schere,ˈʃeːʁə,ˈʃeːʁə,"[True, False]","[True, False]"
364,TD PL-II C32,P5Y9M0DT0H0M0S,Geschenk,ɡəˈʃɛŋk,ɡəˈʃɛŋk,"[False, True]","[False, True]"
365,TD PL-II C32,P5Y9M0DT0H0M0S,Fenster,ˈfɛnstɐ,ˈfɛnstɐ,"[True, False]","[True, False]"
366,TD PL-II C32,P5Y9M0DT0H0M0S,Brille,ˈbʁɪlə,ˈbʁɪlə,"[True, False]","[True, False]"
367,TD PL-II C32,P5Y9M0DT0H0M0S,Wurst,ˈvʊɐst,ˈvʊɐst,[True],[True]
368,TD PL-II C32,P5Y9M0DT0H0M0S,Gras,ˈɡʁaːs,ˈɡʁaːs,[True],[True]
369,TD PL-II C32,P5Y9M0DT0H0M0S,Schlange,ˈʃlaŋə,ˈʃlaŋə,"[True, False]","[True, False]"
370,TD PL-II C32,P5Y9M0DT0H0M0S,Hexe,ˈhɛksə,ˈhɛksə,"[True, False]","[True, False]"
371,TD PL-II C32,P5Y9M0DT0H0M0S,Frosch,ˈfʁɔʃ,ˈfʁɔʃ,[True],[True]
372,TD PL-II C32,P5Y9M0DT0H0M0S,Zwerg,ˈʦvɛɐk,ˈʦvɛɐk,[True],[True]
373,TD PL-II C32,P5Y9M0DT0H0M0S,quak,*,*,[False],[False]
374,TD PL-II C32,P5Y9M0DT0H0M0S,Pferd,ˈp͡feːɐt,ˈp͡feːɐt,[True],[True]
375,TD PL-II C32,P5Y9M0DT0H0M0S,Gießkanne,ˈɡiːsˌkanə,ˈɡiːsˌkanə,"[True, False, False]","[True, False, False]"
376,TD PL-II C32,P5Y9M0DT0H0M0S,Wippe,ˈvɪpə,ˈvɪpə,"[True, False]","[True, False]"
377,TD PL-II C32,P5Y9M0DT0H0M0S,Kleid,ˈklaɪt,ˈklaɪt,[True],[True]
378,TD PL-II C32,P5Y9M0DT0H0M0S,Nuss,ˈnʊs,ˈnʊs,[True],[True]
379,TD PL-II C32,P5Y9M0DT0H0M0S,Giraffe,ɡiˈʁafə,ɡiˈʁafə,"[False, True, False]","[False, True, False]"
380,TD PL-II C32,P5Y9M0DT0H0M0S,Korb,ˈkɔɐp,ˈkɔɐp,[True],[True]
381,TD PL-II C32,P5Y9M0DT0H0M0S,Schlüssel,ˈʃlʏsəl,ˈʃlʏsəl,[True],[True]
382,TD PL-II C32,P5Y9M0DT0H0M0S,Dusche,ˈduːʃə,ˈduːʃə,"[True, False]","[True, False]"
383,TD PL-II C32,P5Y9M0DT0H0M0S,Gitarre,ɡiˈtaʁə,ɡiˈtaʁə,"[False, True, False]","[False, True, False]"
384,TD PL-II C23,P5Y10M0DT0H0M0S,Tasche,ˈtaʃə,ˈtaʃə,"[True, False]","[True, False]"
385,TD PL-II C23,P5Y10M0DT0H0M0S,Gabel,ˈɡaːbəl,ˈɡabəl,"[True, False]","[True, False]"
386,TD PL-II C23,P5Y10M0DT0H0M0S,Hund,ˈhʊnt,ˈhʊnt,[True],[True]
387,TD PL-II C23,P5Y10M0DT0H0M0S,Topf,ˈtɔp͡f,ˈtɔp͡f,[True],[True]
388,TD PL-II C23,P5Y10M0DT0H0M0S,Lampe,ˈlampə,ˈlampə,"[True, False]","[True, False]"
389,TD PL-II C23,P5Y10M0DT0H0M0S,Vogel,ˈfoːɡəl,ˈfoːɡəl,"[True, False]","[True, False]"
390,TD PL-II C23,P5Y10M0DT0H0M0S,Licht,ˈlɪçt,ˈlɔɪçtət,[True],"[True, False]"
391,TD PL-II C23,P5Y10M0DT0H0M0S,Sonne,ˈzɔnə,ˈzɔnə,"[True, False]","[True, False]"
392,TD PL-II C23,P5Y10M0DT0H0M0S,Pullover,pʊlˈoːvɐ,pʊlˈoːvɐ,"[False, True, False]","[False, True, False]"
393,TD PL-II C23,P5Y10M0DT0H0M0S,Stuhl,ˈʃtuːl,ˈʃtuːl,[True],[True]
394,TD PL-II C23,P5Y10M0DT0H0M0S,Marienkäfer,maˈʁiːŋˌkɛːfɐ,maˈʁiːŋˌkɛːfɐ,"[False, True, False, False]","[False, True, False, False]"
395,TD PL-II C23,P5Y10M0DT0H0M0S,Taucher,ˈtaʊxɐ,ˈtaʊxɐ,"[True, False]","[True, False]"
396,TD PL-II C23,P5Y10M0DT0H0M0S,Haus,ˈhaʊs,ˈhaʊs,[True],[True]
397,TD PL-II C23,P5Y10M0DT0H0M0S,rot,ˈʁoːt,ˈʁoːt,[True],[True]
398,TD PL-II C23,P5Y10M0DT0H0M0S,Telefon,ˈtelefoːn,ˈtelefoːn,"[True, False, False]","[True, False, False]"
399,TD PL-II C23,P5Y10M0DT0H0M0S,Spinne,ˈʃpɪnə,ˈʃpɪnə,"[True, False]","[True, False]"
400,TD PL-II C23,P5Y10M0DT0H0M0S,Junge,ˈjʊŋə,ˈjʊŋə,"[True, False]","[True, False]"
401,TD PL-II C23,P5Y10M0DT0H0M0S,Hase,ˈhaːzə,ˈhaːzə,"[True, False]","[True, False]"
402,TD PL-II C23,P5Y10M0DT0H0M0S,Katze,ˈkaʦə,ˈkaʦə,"[True, False]","[True, False]"
403,TD PL-II C23,P5Y10M0DT0H0M0S,Tasse,*,*,[False],[False]
405,TD PL-II C23,P5Y10M0DT0H0M0S,Bett,ˈbɛt,ˈbɛt,[True],[True]
406,TD PL-II C23,P5Y10M0DT0H0M0S,Trommel,ˈtʁɔməl,ˈtʁɔməl,"[True, False]","[True, False]"
407,TD PL-II C23,P5Y10M0DT0H0M0S,Löwe,*,*,[False],[False]
408,TD PL-II C23,P5Y10M0DT0H0M0S,Teller,ˈtɛlɐ,ˈtɛlɐ,"[True, False]","[True, False]"
409,TD PL-II C23,P5Y10M0DT0H0M0S,Motorrad,moˈtoːˌʁaːt,moˈtoːˌʁaːt,"[False, True, False]","[False, True, False]"
410,TD PL-II C23,P5Y10M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈʃnɛkə,"[True, False]","[True, False]"
411,TD PL-II C23,P5Y10M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʦiˈtʁoːnə,"[False, True, False]","[False, True, False]"
412,TD PL-II C23,P5Y10M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
413,TD PL-II C23,P5Y10M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
414,TD PL-II C23,P5Y10M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
415,TD PL-II C23,P5Y10M0DT0H0M0S,Becher,*,*,[False],[False]
416,TD PL-II C23,P5Y10M0DT0H0M0S,Brief,*,*,[False],[False]
417,TD PL-II C23,P5Y10M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
418,TD PL-II C23,P5Y10M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
419,TD PL-II C23,P5Y10M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈknœp͡fə,"[True, False]","[True, False]"
420,TD PL-II C23,P5Y10M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪʃ,[True],[True]
421,TD PL-II C23,P5Y10M0DT0H0M0S,Milch,ˈmɪlç,ˈmɪlç,[True],[True]
422,TD PL-II C23,P5Y10M0DT0H0M0S,drei,ˈdʁaɪ,ˈdʁaɪ,[True],[True]
423,TD PL-II C23,P5Y10M0DT0H0M0S,Polizei,poliˈʦaɪ,poliˈʦɪst,"[False, False, True]","[False, False, True]"
424,TD PL-II C23,P5Y10M0DT0H0M0S,Flasche,ˈflaʃə,ˈflaʃə,"[True, False]","[True, False]"
425,TD PL-II C23,P5Y10M0DT0H0M0S,Krokodil,kʁokoˈdiːl,kʁokoˈdiːl,"[False, False, True]","[False, False, True]"
426,TD PL-II C23,P5Y10M0DT0H0M0S,grün,*,*,[False],[False]
427,TD PL-II C23,P5Y10M0DT0H0M0S,Elefant,eleˈfant,eleˈfant,"[False, False, True]","[False, False, True]"
428,TD PL-II C23,P5Y10M0DT0H0M0S,Blume,ˈbluːmə,ˈbluːmə,"[True, False]","[True, False]"
429,TD PL-II C23,P5Y10M0DT0H0M0S,Gespenst,ɡəˈʃpɛnst,ɡəˈʃpɛnst,"[False, True]","[False, True]"
430,TD PL-II C23,P5Y10M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁaxə,"[True, False]","[True, False]"
431,TD PL-II C23,P5Y10M0DT0H0M0S,Banane,baˈnaːnə,baˈnaːnə,"[False, True, False]","[False, True, False]"
432,TD PL-II C23,P5Y10M0DT0H0M0S,Bagger,ˈbaɡɐ,ˈbaɡɐ,"[True, False]","[True, False]"
433,TD PL-II C23,P5Y10M0DT0H0M0S,gelb,ˈɡɛlp,ˈɡɛlp,[True],[True]
434,TD PL-II C23,P5Y10M0DT0H0M0S,Geburtstag,ɡəˈbʊɐʦtaːk,ɡəˈbʊɐʦtaːk,"[False, True, False]","[False, True, False]"
435,TD PL-II C23,P5Y10M0DT0H0M0S,Jacke,ˈjakə,ˈjakə,"[True, False]","[True, False]"
437,TD PL-II C23,P5Y10M0DT0H0M0S,Ring,ˈʁɪŋ,ˈʁɪŋ,[True],[True]
438,TD PL-II C23,P5Y10M0DT0H0M0S,Bild,ˈbɪlt,ˈblat,[True],[True]
439,TD PL-II C23,P5Y10M0DT0H0M0S,Schmetterling,ˈʃmɛtɐlɪŋ,ˈʃmɛtɐlɪŋ,"[True, False, False]","[True, False, False]"
440,TD PL-II C23,P5Y10M0DT0H0M0S,Bank,ˈbaŋk,ˈbaŋk,[True],[True]
441,TD PL-II C23,P5Y10M0DT0H0M0S,Trampolin,ˈtʁampoliːn,ˈtʁampoliːn,"[True, False, False]","[True, False, False]"
